State,City,Income,Poverty,Highschool
OH,Dexter village,33393.0,21.1,78.9
PA,Stillwater borough,63036.0,6.5,90.8
AL,Vance town,64432.0,9.0,88.0
ND,Spiritwood Lake,66250.0,3.8,96.7
WI,Cobb village,44167.0,8.3,97.2
OR,Jacksonville,46901.0,4.3,96.6
CA,Lenwood CDP,37264.0,44.6,74.1
NC,Seven Lakes CDP,63441.0,5.5,98.7
WI,Amberg CDP,21042.0,34.1,86.6
VT,Cabot CDP,34167.0,25.2,89.9
AL,Fultondale,51587.0,14.0,85.1
VA,Shipman CDP,35556.0,29.4,88.8
CA,Valley Home CDP,39338.0,10.3,69.5
TX,Christoval CDP,25083.0,27.2,73.4
TX,Wills Point,36797.0,22.2,77.7
MO,Albany,40000.0,15.4,86.9
IA,Pomeroy,37986.0,25.7,91.3
AR,Lowell,53676.0,12.2,82.6
NY,Altamont village,80078.0,6.6,97.5
NE,Fairfield,34779.0,18.1,94.6
IN,Palmyra town,42381.0,16.4,92.7
LA,Powhatan village,21667.0,38.1,48.0
CA,Vallejo,57028.0,18.3,87.4
MD,Chevy Chase View town,238125.0,0.5,100.0
NH,Hampton Beach CDP,53095.0,14.8,95.5
MI,Middleville village,47639.0,4.6,94.2
TX,Bremond,25417.0,26.7,76.4
DE,Frankford town,41364.0,19.0,79.8
OH,Salem,40006.0,18.0,85.8
AR,Pyatt town,33438.0,33.2,81.5
SD,Wilmot,45833.0,9.9,79.6
GA,Unionville CDP,17088.0,41.0,66.5
PA,Ringtown borough,48906.0,11.8,93.7
PA,Baldwin borough,53660.0,8.1,92.9
NJ,Madison Park CDP,65549.0,5.2,89.4
NE,Wisner,45052.0,9.4,86.4
NC,Scotch Meadows CDP,84076.0,12.8,95.3
AR,Eudora,20104.0,45.4,79.3
IL,Mark village,43558.0,12.0,88.7
AZ,Village of Oak Creek (Big Park) CDP,58882.0,7.6,94.5
MO,Versailles,26055.0,31.8,71.6
PA,Portersville borough,54821.0,11.6,98.0
SD,Marty CDP,22500.0,45.0,87.1
KY,Barbourmeade,94583.0,8.7,98.3
WA,Ruston town,81513.0,5.2,97.4
FL,Roseland CDP,51458.0,10.7,91.8
MN,Baudette,34130.0,12.7,91.0
IA,Arnolds Park,46518.0,11.8,95.1
PA,West Falls CDP,61635.0,3.5,93.3
OR,Turner,57850.0,12.6,90.4
TX,Tenaha town,23833.0,42.2,62.9
OK,Council Hill town,33542.0,11.2,72.9
MA,Fiskdale CDP,54818.0,11.1,97.7
PA,Chesterbrook CDP,108072.0,2.9,97.8
GA,Sylvania,30461.0,30.4,79.9
MD,Chance CDP,66250.0,5.7,96.2
MD,Burkittsville town,72188.0,13.3,91.2
PA,Leechburg borough,34933.0,22.2,92.7
PA,Chalfant borough,49922.0,8.9,93.6
DE,Milton town,46643.0,12.6,88.9
KS,Parker,53646.0,8.2,85.9
AZ,Nogales,28044.0,32.7,62.6
NY,Norwood village,41734.0,19.5,89.1
MO,La Monte,43285.0,19.1,52.7
FL,Loxahatchee Groves town,69394.0,7.9,84.6
VA,Newington CDP,131429.0,4.6,94.7
WV,Bluewell CDP,38267.0,23.2,69.9
IL,Bonfield village,69432.0,3.5,94.5
CA,Windsor town,85291.0,4.1,86.8
PA,Zion CDP,71130.0,0.3,99.7
LA,Kaplan,25862.0,27.6,64.4
MD,Jarrettsville CDP,102007.0,5.3,98.6
WV,Hedgesville town,55938.0,10.2,92.6
ND,Amidon,84375.0,6.3,93.8
NJ,Milford borough,78681.0,5.3,95.2
IL,Prestbury CDP,108750.0,7.4,97.1
NJ,Rossmoor CDP,33929.0,12.6,83.4
MN,Bigfork,27083.0,19.2,83.6
IN,Zanesville town,58000.0,5.2,88.3
TX,Munday,33850.0,23.7,75.4
MD,Snow Hill town,38194.0,26.6,81.9
IA,Ireton,48000.0,8.8,92.6
MO,Middletown town,28750.0,36.0,61.0
CO,Colorado Springs,54527.0,13.4,93.1
LA,Welcome CDP,44531.0,39.0,82.6
KY,Payne Gap CDP,38462.0,7.2,65.3
AL,Horn Hill town,34464.0,10.2,66.3
IA,Essex,48500.0,8.4,92.8
KY,Crestview Hills,71976.0,2.8,98.4
MI,Au Sable CDP,39231.0,12.3,89.7
NH,Claremont,45859.0,14.1,87.2
OH,Stryker village,46830.0,14.1,93.4
DE,Henlopen Acres town,162500.0,5.1,100.0
PA,Hokendauqua CDP,57056.0,2.8,94.1
IN,Bremen town,45341.0,12.0,82.8
SD,North Spearfish CDP,39652.0,9.8,95.8
ND,Wildrose,84500.0,11.5,86.4
LA,Westwego,32694.0,23.7,75.9
CT,Lakeville CDP,60905.0,1.4,97.2
KY,Water Valley,23500.0,33.5,72.0
OH,Hilltop CDP,46429.0,13.6,79.8
MS,New Hebron town,43015.0,17.1,94.8
IA,Rathbun,36250.0,2.3,98.4
MD,Salisbury,37705.0,27.4,85.6
ND,Horace,109250.0,1.2,95.6
OH,Potsdam village,45278.0,18.1,93.7
NC,Castalia town,28750.0,24.0,66.8
NY,Barker village,41458.0,13.1,91.4
FL,Palm CDP,73400.0,4.1,94.8
UT,Eden CDP,68854.0,4.5,95.7
CA,Patton Village CDP,47112.0,2.8,84.3
CA,Redding,43341.0,18.8,90.6
IL,Bentley town,31250.0,0.0,58.8
PA,Prospect borough,51563.0,13.0,92.5
MO,Harris town,19375.0,45.7,82.9
CA,Rough and Ready CDP,43958.0,17.0,86.9
MN,Kenyon,52988.0,6.6,89.9
OH,Linndale village,33542.0,31.4,75.5
NY,Sea Cliff village,110997.0,4.8,97.1
NY,Kerhonkson CDP,48453.0,13.6,82.8
AL,Arley town,28750.0,31.6,80.6
IA,Conrad,45313.0,6.1,91.4
WI,Park Ridge village,63889.0,3.2,97.1
TX,Jamaica Beach,58889.0,5.2,98.8
CA,New Cuyama CDP,40125.0,31.9,73.3
LA,Choctaw CDP,26220.0,28.6,44.7
OH,Mayfield Heights,45071.0,9.0,93.3
MA,Whitinsville CDP,67141.0,9.2,92.8
NV,Hawthorne CDP,39527.0,16.7,87.4
NY,Harrison village,104469.0,7.9,90.8
TX,Loma Vista CDP,41429.0,0.0,24.2
IL,Wheaton,85705.0,6.9,96.2
IA,Coon Rapids,44674.0,16.8,92.2
PA,Mount Joy borough,53900.0,11.1,91.4
AK,Elim,37188.0,29.3,86.9
NY,Goshen village,73750.0,6.1,92.8
TX,Falcon Lake Estates CDP,49453.0,26.4,84.9
AK,Ouzinkie,34464.0,21.3,76.7
OK,Tullahassee town,33242.0,77.3,90.1
AL,Oak Grove town,40972.0,13.1,73.0
MA,Agawam Town,61494.0,8.5,92.4
NY,Lime Lake CDP,44500.0,16.8,86.4
KS,Elk,24306.0,27.0,84.4
MN,Stephen,51438.0,6.4,78.6
CA,Bass Lake CDP,27045.0,27.6,98.4
KY,Ekron,31300.0,15.8,96.5
TX,Willis,36640.0,14.4,65.7
NY,Clark Mills CDP,52222.0,19.0,93.1
SC,Aynor town,32917.0,20.2,77.8
PA,Townville borough,39250.0,10.3,91.8
NE,Edgar,37500.0,16.9,90.0
WV,Chesapeake town,40286.0,16.1,83.6
FL,Tierra Verde CDP,90781.0,5.8,97.2
GA,Clarkesville,38558.0,17.8,88.2
NE,Tamora CDP,98750.0,0.0,100.0
AZ,Wenden CDP,28000.0,30.9,55.5
WY,Torrington,40911.0,20.9,90.6
CA,Loyalton,40563.0,16.3,91.1
WV,Womelsdorf (Coalton) town,47222.0,10.4,84.3
PA,Hollidaysburg borough,51070.0,8.0,94.5
NC,Pilot Mountain town,33239.0,23.9,85.0
OR,Chenoweth CDP,45729.0,17.8,91.1
PA,Lorain borough,38173.0,14.1,90.7
MO,Rayville CDP,38846.0,21.9,73.4
IN,North Judson town,37202.0,21.0,85.4
IL,Elburn village,95708.0,4.0,98.1
KY,Pembroke,31771.0,20.6,83.3
MN,Meire Grove,40833.0,16.0,83.1
CA,Bodega Bay CDP,86118.0,9.0,89.6
IL,Warrensburg village,58500.0,11.5,92.0
WV,Bethlehem village,63587.0,9.9,93.7
CT,Sherwood Manor CDP,73673.0,3.9,93.1
CA,Cuyama CDP,27159.0,62.6,42.2
CA,French Camp CDP,35313.0,30.2,58.8
TX,Hondo,37341.0,26.8,73.8
TX,Borger,44918.0,21.5,81.2
LA,Mathews CDP,66417.0,3.1,82.5
SC,Pendleton town,24296.0,32.3,79.1
TX,Cantu Addition CDP,37188.0,10.0,82.5
MS,Metcalfe town,18393.0,49.2,73.1
WA,Newport,30708.0,28.9,85.1
TX,Florence,41875.0,10.8,74.1
FL,Harlem CDP,19778.0,37.8,75.6
MS,Tylertown town,26486.0,30.5,76.9
NY,Croghan village,31625.0,10.2,87.4
IN,Metamora CDP,23750.0,0.0,44.0
CA,Galt,63065.0,19.4,83.1
OH,Berlin Heights village,44375.0,10.9,84.2
TX,Bayou Vista,76071.0,5.5,94.5
TX,Southside Place,152292.0,8.3,99.1
TN,Blountville CDP,36362.0,18.4,78.1
FL,South Highpoint CDP,35625.0,29.4,73.2
PA,Gouglersville CDP,66635.0,0.7,93.2
NE,Guide Rock village,34167.0,32.7,88.0
MT,Fort Benton,37991.0,5.4,92.3
VA,Prince George CDP,51743.0,15.3,83.7
FL,Spring Hill CDP,41308.0,15.6,87.5
NM,Twin Lakes CDP,16563.0,51.5,78.1
IN,Sidney town,51667.0,4.9,63.2
FL,Poinciana CDP,39839.0,23.9,84.9
CO,Aspen,67164.0,8.8,96.7
NC,Sanford,41638.0,21.5,77.4
OR,Carlton,53125.0,5.1,89.3
TX,Colleyville,152310.0,1.9,98.3
FL,Safety Harbor,60056.0,9.3,93.0
ME,Old Town,31628.0,26.7,89.8
PA,Atlasburg CDP,41534.0,10.6,100.0
TX,Wortham town,34698.0,17.2,76.1
WY,Saratoga town,59120.0,11.9,91.1
UT,Pleasant Grove,62343.0,10.6,94.8
GA,Vienna,24250.0,42.7,78.0
TX,Oak Island CDP,18984.0,50.4,54.2
IL,Vandalia,42194.0,17.2,79.4
AK,Pitkas Point CDP,47500.0,25.7,77.6
OH,West Rushville village,49375.0,12.9,82.1
CA,Gold River CDP,107721.0,4.5,96.4
NE,Sidney,54242.0,13.5,93.6
PA,Girardville borough,35272.0,16.9,81.7
IN,Cayuga town,46518.0,18.2,86.1
NY,Horseheads village,53435.0,9.6,93.8
NV,Fernley,52001.0,11.1,88.0
MO,Evergreen village,41875.0,22.9,77.8
ND,Pekin,50625.0,0.0,88.7
WV,White Hall town,63333.0,10.8,94.0
IN,Avon town,91393.0,3.3,94.2
NJ,Riverdale borough,87274.0,4.3,94.1
PA,Farmersville CDP,37692.0,25.4,43.3
TX,Onalaska,33250.0,33.2,74.8
PA,James CDP,37000.0,11.2,87.7
MI,Stanton,28438.0,30.6,83.2
WI,Luck village,37443.0,17.1,92.7
OH,Montrose-Ghent CDP,102239.0,4.6,98.5
TX,Wolfforth,75602.0,17.2,86.5
WA,Snoqualmie Pass CDP,53250.0,5.3,95.2
MS,Holly Springs,28937.0,27.7,74.6
NM,Arenas Valley CDP,43555.0,9.9,90.2
WA,Wishram CDP,41250.0,31.4,88.7
IL,Odin village,41618.0,16.0,87.3
OH,New Washington village,45583.0,5.8,97.3
MN,Mound,73750.0,7.6,96.7
WV,Milton town,35500.0,21.0,86.6
NJ,Somerville borough,70643.0,6.4,91.5
NC,Bailey town,41750.0,27.0,84.8
OK,Tipton town,43015.0,17.1,74.0
ND,Dawson,48125.0,2.7,94.3
IN,Brownsburg town,65651.0,3.9,93.5
PA,Bell Acres borough,84479.0,6.1,95.4
TX,Woodville town,39227.0,22.1,87.5
TX,Mission,41818.0,26.0,71.9
MD,Melwood CDP,76991.0,7.5,88.4
CA,Sierra CDP,153375.0,4.6,98.2
CT,Deep River Center CDP,69432.0,7.8,93.4
MI,Bessemer,36020.0,15.3,94.7
AZ,Antares CDP,25417.0,40.7,60.9
IN,East Chicago,26486.0,35.9,69.8
TX,Yoakum,37649.0,13.0,68.1
TN,Sparta,27320.0,24.3,79.2
AR,Tyronza,36094.0,27.4,87.2
IN,Hardinsburg town,40000.0,24.9,85.2
MT,Valier town,45000.0,7.8,93.6
NY,Newfield Hamlet CDP,47411.0,4.4,75.6
WV,Ellenboro town,35694.0,17.6,81.4
NE,Maywood village,48750.0,14.5,92.9
OH,West Hill CDP,21204.0,34.3,88.3
MA,Spencer CDP,45750.0,16.9,80.6
KY,Corbin,29889.0,22.8,81.9
FL,Longboat Key town,89087.0,7.6,96.2
PA,Hendersonville CDP,75478.0,0.0,90.3
NC,Maiden town,48324.0,18.1,76.5
CA,Little Valley CDP,13036.0,50.0,36.1
NE,Manley village,57083.0,4.2,95.5
NJ,Kingston Estates CDP,69159.0,5.9,94.7
WA,Puyallup,63376.0,10.5,92.2
NY,Westmoreland CDP,81797.0,0.0,93.9
MI,Carsonville village,24922.0,36.6,76.8
CA,Del Monte Forest CDP,98646.0,9.8,98.6
MD,Edgemont CDP,60278.0,0.0,92.1
UT,Francis town,74306.0,3.4,94.5
TX,Marshall,35702.0,22.2,78.9
CA,Myrtletown CDP,62385.0,9.8,92.4
PA,Parkesburg borough,59059.0,3.4,88.5
NY,Hemlock CDP,54861.0,0.0,94.7
WA,High Bridge CDP,98603.0,3.1,97.7
MI,East Tawas,38042.0,19.7,91.6
MN,Olivia,49125.0,13.3,90.9
KS,Glasco,34167.0,16.6,91.5
PA,Marysville borough,48947.0,7.5,91.3
PA,Shirleysburg borough,35417.0,18.0,83.9
WI,Marshall village,60667.0,22.4,89.8
NY,Great Neck Gardens CDP,100357.0,15.3,86.1
OH,Martins Ferry,32236.0,23.9,88.3
MN,Askov,40625.0,19.5,91.1
OR,Dayville town,40625.0,8.7,95.1
VA,Franklin,32399.0,21.2,80.2
CA,Rosamond CDP,58265.0,18.7,79.9
OH,Addyston village,35781.0,16.0,79.3
NY,Dansville village,40841.0,21.3,81.1
LA,Buras CDP,43472.0,10.8,74.5
TX,Lawn town,52750.0,17.5,85.2
MN,Hazel Run,24063.0,0.0,83.3
MA,Longmeadow CDP,111081.0,4.4,95.7
OH,Oakwood village (Cuyahoga County),55038.0,13.5,82.2
OR,Medford,41931.0,23.0,86.4
NC,Hoopers Creek CDP,52244.0,4.5,93.7
WI,Buffalo,45769.0,7.4,97.3
MO,Lewis and Clark Village town,55000.0,0.8,85.3
FL,North Redington Beach town,63315.0,5.9,94.7
MI,Inkster,30210.0,34.9,83.6
WI,Spencer village,49432.0,10.1,88.7
NC,Bakersville town,13750.0,50.5,70.3
NJ,Fairview CDP,105595.0,4.1,96.2
MN,Urbank,38750.0,2.9,86.7
PA,Lake Meade CDP,87823.0,1.1,97.6
KY,Mayking CDP,54602.0,22.5,93.2
MI,Ortonville village,54100.0,12.3,93.6
AK,Nuiqsut,80938.0,6.2,65.2
TX,Scenic Oaks CDP,145667.0,3.1,96.7
MI,Ecorse,28131.0,33.1,74.4
NJ,Beachwood borough,71540.0,8.8,92.8
IA,Nashua,46121.0,6.6,94.0
NC,Dunn,29364.0,26.6,79.5
TX,Bangs,37361.0,13.9,79.3
WI,Springbrook CDP,26964.0,14.3,89.7
IA,Zwingle,42292.0,17.6,85.0
CA,Watsonville,46018.0,19.7,56.3
WA,Stevenson,41125.0,26.1,85.9
CA,San Ramon,128916.0,4.2,97.4
LA,Iowa town,39245.0,25.4,84.5
AL,Vernon,30292.0,31.1,81.0
OH,McKinley Heights CDP,44345.0,12.6,93.5
PA,Rouzerville CDP,47663.0,0.5,92.7
CA,Rancho Cucamonga,77396.0,8.8,91.0
FL,Coral Gables,93934.0,7.6,95.5
UT,Elwood town,71167.0,5.7,96.4
TX,Carrizo Springs,38125.0,15.0,73.3
TX,Heath,148661.0,2.3,97.5
WI,Saukville village,64190.0,7.5,93.3
ME,Falmouth CDP,78162.0,6.2,98.9
IN,Paoli town,31971.0,19.6,81.0
OK,Gracemont town,29219.0,18.7,82.1
AZ,Drysdale CDP,13750.0,78.5,16.4
IN,Norway CDP,48233.0,5.4,82.3
WA,Loon Lake CDP,45536.0,7.4,93.6
IA,Decatur,41250.0,17.2,79.3
NY,Mechanicville,41042.0,16.3,90.4
KS,Quinter,46989.0,3.9,95.4
PA,Orwin CDP,67604.0,11.3,82.5
MS,Taylorsville town,35885.0,24.6,86.4
IL,Davis Junction village,67438.0,6.8,88.9
KY,Morehead,36026.0,36.1,85.4
TX,Leary,52917.0,13.9,86.1
VT,Websterville CDP,75000.0,8.6,91.2
ND,Stanton,56000.0,0.8,90.2
PA,East Pittsburgh borough,23824.0,27.7,89.6
PA,Masontown borough,31318.0,32.4,90.9
TN,Central CDP,26859.0,27.6,71.6
NJ,Avon-by-the-Sea borough,71513.0,3.3,98.5
MO,Lake Mykee Town village,71635.0,1.8,96.0
TX,Mount Pleasant,38903.0,22.0,64.0
OH,Vandalia,53732.0,9.7,91.6
OH,Terrace Park village,131000.0,3.9,98.7
NY,Jericho CDP,140242.0,5.1,95.5
MD,Crownsville CDP,107308.0,13.2,91.7
NY,Monticello village,26376.0,35.1,80.0
MO,St. Robert,46846.0,22.7,86.8
MO,South Greenfield village,10833.0,59.1,70.5
NE,Harvard,42083.0,24.4,79.7
CA,Red Corral CDP,66125.0,29.9,94.3
KS,Hoisington,42452.0,19.0,86.6
OK,Faxon town,35313.0,4.5,82.5
PA,Atglen borough,59167.0,4.7,84.9
VA,Bland CDP,32083.0,33.3,95.9
ID,St. Charles,51250.0,5.5,100.0
AL,Tarrant,25653.0,31.8,78.6
NH,Lebanon,53004.0,12.3,93.3
FL,Celebration CDP,81699.0,7.4,99.7
KY,Williamstown,45568.0,21.7,80.5
CO,Shaw Heights CDP,59258.0,17.4,78.0
MT,Outlook town,50938.0,0.0,88.2
AK,Ester CDP,68163.0,9.1,95.0
MD,Highfield-Cascade CDP,51739.0,11.5,86.9
WV,West Hamlin town,16094.0,48.7,69.9
VA,Pulaski town,37485.0,21.1,80.4
WI,Whitewater,30173.0,37.9,90.4
NE,Douglas village,43929.0,13.1,91.9
ND,Landa,42083.0,25.9,54.8
MO,Kingsville,40000.0,11.2,84.9
WA,Geneva CDP,81766.0,6.3,97.3
NY,Greenlawn CDP,86563.0,6.7,92.4
WA,West Side Highway CDP,55703.0,6.1,91.2
NY,Manorville CDP,104519.0,4.6,96.0
KS,Hartford,46250.0,17.2,88.4
MO,Kissee Mills CDP,29405.0,30.2,84.9
MD,New Carrollton,57665.0,10.6,83.2
IL,Rolling Meadows,62299.0,9.4,86.1
PA,South Uniontown CDP,50563.0,7.0,89.7
MA,Fall River,35213.0,23.2,71.4
PA,Harrison CDP,35655.0,0.0,100.0
GA,Shiloh,52813.0,1.8,80.2
NC,Ivanhoe CDP,73800.0,0.0,79.2
IA,Cambridge,54196.0,6.5,92.9
GA,Chattahoochee Hills,60567.0,13.5,93.0
MI,Allen village,45000.0,18.5,87.0
MO,Purdy,40648.0,16.1,69.0
MN,Buffalo,63830.0,11.1,93.2
NM,Polvadera CDP,13325.0,34.2,87.6
CA,Mineral CDP,45625.0,10.1,100.0
TX,Van,45185.0,13.5,85.6
IL,Homewood village,68384.0,7.1,95.4
MN,Comstock,55625.0,11.3,92.1
CA,North Edwards CDP,44531.0,34.0,77.5
OH,Dillonvale CDP,63433.0,8.5,91.8
NY,Witherbee CDP,28125.0,16.8,100.0
OH,Castalia village,54792.0,9.3,90.9
CA,South San Jose Hills CDP,55050.0,19.9,56.8
TX,Joshua,51653.0,16.8,82.8
OH,McGuffey village,34792.0,18.5,83.8
GA,Walthourville,38424.0,27.6,86.4
AL,Weaver,44851.0,5.7,83.9
WV,Century CDP,46944.0,0.0,87.0
PA,Penbrook borough,40202.0,27.6,89.5
MN,Odin,46429.0,0.9,100.0
OH,Akron,34512.0,26.5,86.3
HI,Makaha CDP,47245.0,26.3,84.0
IA,Postville,33944.0,24.4,72.2
NE,North Loup village,40000.0,21.1,87.4
OH,Glendale village,95451.0,4.6,96.1
CA,Easton CDP,54345.0,12.6,73.1
LA,Chataignier village,28250.0,30.6,72.8
TX,Kountze,42434.0,19.4,77.6
GA,Lexington,31250.0,20.1,91.2
IA,Montrose,44444.0,14.1,92.7
TX,Keller,118453.0,3.7,96.5
GA,Trenton,34052.0,25.3,79.9
GA,Blue Ridge,32895.0,23.9,71.5
MA,Clinton CDP,52519.0,13.7,86.5
NJ,Keyport borough,54522.0,10.2,85.5
WA,Touchet CDP,47917.0,7.6,86.9
OH,Oak Hill village,29963.0,34.2,87.4
TX,Horseshoe Bay,83784.0,6.9,97.0
GA,Cherry Log CDP,40446.0,0.0,100.0
NE,Madrid village,50714.0,21.5,74.7
PA,Kulpsville CDP,69886.0,4.3,95.5
CA,Harbison Canyon CDP,79167.0,10.2,90.5
NM,Animas CDP,61029.0,6.6,91.1
MN,Mapleton,50703.0,16.2,92.3
IA,Houghton,66875.0,7.9,85.5
PA,Shenandoah borough,24286.0,32.7,73.5
OH,Bannock CDP,83625.0,2.4,96.5
LA,Forest village,43750.0,28.2,75.3
TX,Mexia,30857.0,26.8,78.1
WY,Bear River town,86875.0,0.4,93.6
WY,Big Piney town,49946.0,3.3,99.4
VA,Manassas,72890.0,9.7,81.5
IL,Rockton village,72925.0,5.3,94.0
UT,Whiterocks CDP,26250.0,74.1,62.3
KY,Bandana CDP,36202.0,0.0,100.0
IA,Lowden,38056.0,9.6,91.7
FL,Oldsmar,53409.0,12.5,93.7
AR,Eureka Springs,34208.0,19.1,91.7
MA,Winthrop Town,61919.0,8.6,94.8
IN,Walton town,42974.0,13.8,84.1
NM,Angel Fire village,56645.0,7.4,96.0
IN,Brazil,28797.0,29.1,77.9
IN,Cromwell town,31528.0,22.2,73.8
IN,Bethany town,41250.0,35.9,86.6
KY,Paris,37109.0,22.8,82.9
NY,Kaser village,20048.0,73.7,76.4
AZ,Lukachukai CDP,30074.0,40.2,75.2
KY,Ewing,30625.0,24.7,74.6
CA,Willows,39274.0,18.7,77.9
TX,Mirando CDP,27188.0,61.3,51.6
IN,Newtown town,58125.0,12.1,92.6
GA,East Ellijay,30833.0,44.8,65.2
IL,Westervelt CDP,31389.0,0.0,100.0
PA,Edwardsville borough,35693.0,29.3,89.0
NJ,Haddon Heights borough,88162.0,3.5,94.9
NJ,Rocky Hill borough,104219.0,4.2,95.7
UT,Midway,77273.0,5.0,95.4
CA,Fort Dick CDP,57212.0,4.0,97.4
MN,Eagan,82265.0,7.0,96.4
SC,Lake View town,28375.0,22.4,82.4
NY,Mayfield village,54405.0,6.9,91.2
MS,Tutwiler town,26770.0,26.7,66.4
WI,Harrison village,94799.0,0.4,98.1
MT,Lincoln CDP,27311.0,23.4,94.0
TX,The Woodlands CDP,109917.0,4.6,97.1
NY,Fowlerville CDP,16719.0,56.6,76.1
IL,Wood Dale,62964.0,11.2,88.2
CA,Bostonia CDP,41620.0,20.1,81.2
PA,Dallastown borough,44400.0,21.5,86.4
OH,Leipsic village,40801.0,14.1,84.4
PA,Steelton borough,44706.0,24.8,89.7
IL,Pearl village,21750.0,41.6,75.4
IL,Pearl village,21750.0,41.6,90.6
IL,Pearl village,21750.0,15.3,75.4
IL,Pearl village,21750.0,15.3,90.6
IL,Pearl village,50250.0,41.6,75.4
IL,Pearl village,50250.0,41.6,90.6
IL,Pearl village,50250.0,15.3,75.4
IL,Pearl village,50250.0,15.3,90.6
KY,Bellewood,106750.0,0.9,100.0
NY,Watkins Glen village,35556.0,20.8,87.3
NC,Franklinton town,31811.0,35.8,73.0
TN,Cornersville town,44934.0,14.5,85.8
AR,Dyer,45536.0,14.7,89.2
CA,Carmel Valley Village CDP,88516.0,4.7,92.1
MN,Akeley,42969.0,13.1,93.2
MT,Piltzville CDP,55521.0,13.1,97.3
WI,Pittsville,41691.0,12.4,84.8
UT,Santa Clara,67776.0,4.4,96.3
AL,Nances Creek CDP,51196.0,0.0,79.1
IA,Indianola,49708.0,13.3,95.5
ND,Drayton,49583.0,7.2,86.1
IN,Livonia town,46250.0,5.3,85.7
ME,Richmond CDP,54494.0,7.3,88.8
FL,Tamarac,43235.0,11.8,90.0
ND,East Dunseith CDP,24545.0,46.3,78.0
TX,San Diego,24273.0,33.9,63.1
ID,Fort Hall CDP,37639.0,23.4,80.4
MO,Lake Winnebago,99821.0,1.2,98.6
PA,New Hope borough,74238.0,4.0,99.1
AR,Fordyce,31074.0,14.7,84.0
NE,Staplehurst village,49583.0,28.3,88.8
IA,Gruver,47000.0,10.2,93.2
CA,Golden Hills CDP,64243.0,10.5,91.6
KY,Pryorsburg CDP,19292.0,0.0,96.6
CA,Avenal,32432.0,36.4,48.8
MO,Center,29000.0,18.7,79.8
FL,Keystone Heights,59702.0,4.8,93.2
OH,Covedale CDP,78794.0,5.5,93.8
UT,Millville,78500.0,6.0,94.3
NH,Mountain Lakes CDP,47155.0,1.4,93.5
CO,Branson town,36875.0,2.4,97.1
NY,Blauvelt CDP,118929.0,4.0,93.4
AR,Cushman,28641.0,26.0,76.0
VA,Gordonsville town,35000.0,15.6,75.0
LA,River Ridge CDP,62362.0,6.9,93.5
IL,Lee village,48750.0,19.1,93.9
IL,Cortland town,75507.0,10.2,92.8
CA,Seeley CDP,23882.0,40.4,58.3
AR,Crawfordsville town,42083.0,25.0,73.4
PA,Bridgeport borough,52607.0,9.4,89.7
MO,Wellston,16792.0,55.3,81.0
IA,Weldon,31250.0,15.4,90.4
PA,Southwest Greensburg borough,43495.0,14.0,97.3
WY,Kirby town,46000.0,11.9,68.9
NC,Oak Ridge town,105357.0,2.3,96.4
WY,Bairoil town,59500.0,9.0,93.2
NJ,North Middletown CDP,81691.0,8.8,92.4
KY,Hodgenville,29698.0,28.0,74.5
ID,Rathdrum,39821.0,17.6,91.6
IN,Monon town,35542.0,31.1,74.5
WI,Winter village,31111.0,24.0,88.3
IA,Pisgah,36875.0,17.5,88.3
WI,Iron Ridge village,53897.0,9.7,93.4
SC,Ware Place CDP,2500.0,43.4,83.8
NJ,Budd Lake CDP,90504.0,3.5,95.7
LA,Parks village,36442.0,12.6,83.8
MT,Sula CDP,88167.0,0.0,77.1
OK,Sportsmen Acres town,41500.0,29.1,85.8
VA,Gratton CDP,43417.0,14.7,82.1
IA,Fairbank,58472.0,7.7,96.0
MN,Argyle,48750.0,10.4,86.6
MO,Republic,50972.0,15.8,93.2
AR,Dermott,21017.0,37.1,73.2
NE,Nora village,18958.0,72.2,100.0
OH,Rose Farm CDP,35045.0,16.9,97.4
WI,Lake Geneva,43587.0,16.9,87.3
VA,Max Meadows CDP,16453.0,12.2,80.5
IA,Dougherty,49375.0,4.4,90.2
MO,Sedgewickville village,49375.0,15.3,86.7
OR,Scappoose,61444.0,12.5,92.2
LA,Woodmere CDP,50836.0,22.8,84.4
ND,Egeland,36000.0,4.0,100.0
CO,Welby CDP,45000.0,15.8,78.3
TN,Maynardville,25179.0,29.6,73.4
ID,Midvale,29250.0,29.2,93.9
NC,Milton town,28214.0,23.3,86.7
DE,Rodney Village CDP,50724.0,11.8,87.4
PA,Big Bass Lake CDP,56667.0,8.3,88.2
AR,Clarksville,31452.0,24.9,78.1
AR,Fayetteville,39432.0,24.0,91.7
FL,Progress Village CDP,56071.0,16.0,85.0
MN,Zimmerman,61250.0,9.3,93.1
IA,Castalia,45357.0,10.0,85.7
MI,Lambertville CDP,66237.0,5.5,95.1
CA,Esparto CDP,66118.0,10.4,80.7
WI,Turtle Lake village,37917.0,14.4,91.5
NM,North Acomita Village CDP,37604.0,21.2,76.5
OH,Crystal Lakes CDP,31136.0,34.5,89.6
VA,Kenbridge town,37955.0,24.1,78.5
IL,Alto Pass village,29931.0,22.3,79.5
NE,Weeping Water,54643.0,12.1,95.5
OK,Dickson town,54167.0,8.7,82.9
MN,Princeton,37304.0,12.5,88.5
ND,Forbes,65313.0,3.0,96.0
ND,Kramer,76000.0,15.0,78.1
MD,Adelphi CDP,66555.0,13.2,78.3
